text,hard_label,model_answer
<url>  Philly has a democratic mayor. Shut up about voting.,0, 0                    
Stop the lies 🥱🥱,0, 1                    
<user> Yeah till the last paper🇰🇪🇰🇪,0, 0                    
"<user> Hey Joe, what do you think of Tucker’s interview?  Very interesting🤔",0, 0                    
Organizers say they won’t release details of who will speak at George Floyd’s private funeral until Tuesday. No confirmation of a <user> appearance so far.,0, 0                    
"<user> <user> i could care less about ben shapiro, people who feel like you hate all conservatives. you blame George Floyd on Trump, the guy who passed criminal justice reform, not obama, trump.  liberals are intolerant and hypocritical. you all need to grow up",1, 1                    
Are these fools for real...I swear these are the grown up versions of the basement dwellers..dumb and dumber..,0, 1                    
love when someone is being openly racist on yubo...imagine being disgusting. black twitter find her. #GeorgeFloyd #blm #Anonymous <user> #BlackLivesMatter #BLACK_LIVES_MATTER #BlackOut <url>,0, 1                    
"A group of South Korean patients who tested positive a second time for the coronavirus hadn’t passed the disease on to others, health officials found  <url> via  <user>",0, 0                    
"The idea of Fat Don shitting in terror while cowering in the White House sparks joy.  Protesters Outraged Over George Floyd’s Death March on White House, Cause Lockdown <url>",1, 1                    
"mane da shii dat that cop did to george floyd isn't right wym ""this is why you dont do drugs kids"" is it really just drugs or is it because dey blaxk?.mane it's hard for some of da blaxk people out dere when dey go into a store they got everybody looking at them ""what they doing""",0, 1                    
"<user> Failure to disavow a white supremacist hate group is not what a unifying president does. Trump showed his true colors, he may as well start wearing his white robe and hood and fly the Confederate flag at the White House. #ImVotingForBiden",0, 1                    
<user> You believe in selling out our Country while VP to line you &amp; your family pockets. Traitor!!  #TonyBobulinski #Bobulinksi <url>,0, 1                    
#WWG1WGA #QAnons #QAnon #coronavirus   The second lock down will be permanent.  WAKE UP!! <url>,0, 1                    
"I think if the conversation was ""honest"" the two white guys in the conversation would have called it #whiteprivelege Such Godly men who love everybody except when it doesn’t fit the narrative. #BlackLivesMatter",0, 1                    
"<user> Can’t wait to have a leader without fear of his people. Stop fear mongering us and ADDRESS THE PEOPLE ABOUT EITHER SITUATION GOING ON, PEDO. #OpDeathEaters BROUGHT RECIEPTS. #Anonymous #BlackLivesMatter <url>",0, 1                    
<user> Can't you just take some billionaires money rather than siphoning funds from working people,0, 1                    
Jersey for #Trump2020 <user> was shaking in his toddler shoes! #AllLivesMattter <user> had every right to demolish Chris and Joe. Look what Wallace did?! Or are y’all blind?! #shameonwallace #Trump2020 #trump #KeepAmericaGreat joe needs to step down!,1, 1                    
"All I know is this ""VIRUS"" with this much movement and crowd just do not make no fuckin make  sense WHERES THE SPIKE??????🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐 #wholying #Anonymous",1, 1                    
"As of Saturday 8th August, face coverings must be worn at our Diggerland UK parks when inside. #FaceCoverings #COVID19 #Coronavirus <url>",0, 0                    
"<user> <user> <user> <user> <user> You people really need to get into independent media. You've been brainwashed to hate your own country. You call the descendants of the men who defeated the nazis for the jewish minority.....Nazis! I mean, wtf? Where do you come up with this stuff?",1, 1                    
Them Klansman had a talk with him and bout to kick his ass out <url>,1, 1                    
"<user> This isn’t about George Floyd Anymore! This is RIOTING not PROTESTING It is LOOTING and Destroying Property It is CRIMINAL Behavior These Rioters are lawless, dangerous Anarchists  Burning 🔥 Cities, DESTROYING SOCIETY!",0, 1                    
"Thank you for this. I was definitely ignorant to the difference between.  Derek Chauvin had EVERY intention to murder George Floyd. The word ""accident"" shouldn’t even be ASSOCIATED with his murder. THAT MAN COULDNT BREATHE AND DEREK STILL HELD HIM DOWN. #raisethedegree <url>",0, 1                    
wow Dude...that's fucking awesome!  +Follow and fan for live <user>  #BlackLivesMatter,1, 1                    
"Absolutely ridiculous, <user> investigating the #BlackLivesMatter protests in Ireland for breach of COVID-19 restrictions when Gemma O'Doherty and John Waters have repeatedly flouted these restrictions for their own selfish agenda. Just like in America.",0, 0                    
how are you gunna say #BlackLivesMatter and all lives matter in the same ass post? what the fuck,1, 1                    
Ishan Omar’s husband also happens to be her brother ...,0, 0                    
<user> You belong in prison!!!! Freakin treasonous commie,1, 1                    
This shit is breaking me.  The poor   child’s fear is understandable given the news but look at the police officer- she’s crushed.  We got to do better. Babies shouldn’t be this traumatized and demoralized police officers is going to be bad for the community.,0, 0                    
Hell yah! No more COVID shit!,0, 1                    
"""Yeah Trump is sooooooooooooo racist!""",1, 1                    
Easy CHUCKY it’s sounds like you are starting to believe you’re own lies !!,0, 1                    
"So the morons are dying for their führer...  Do they get 72 virgins like Muslim extremists believe they do? And if so, is Epstein there handing them out?",1, 1                    
I don't give a fucking shit. #fightme,1, 1 
"<user> <user> There are people who only watch MSM &amp; believe the ""Russian Disinformation"" lie.  There are people who have been Democrats their entire lives, &amp; have been programmed for the past 4 years to hate Trump.  These people can’t be swayed from their entrenchment.",0, 1                    
"Whites sometimes lynched blacks for financial gain, and sometimes to establish political or economic dominance. #Lynchings #racism #racialjustice #RacialProfiling #WhitePrivilege #BlackLivesMatter #NoJusticeNoPeace #PoliceBrutalityPandemic #PoliceReformNow",0, 1                    
'Shoot them dead': Philippine President Duterte says he won't tolerate violators of lockdown against coronavirus <url>,0, 1                    
Two Utah gubernatorial candidates drop challenge to requirements during coronavirus <url> <url>,0, 0                    
#BlackLivesMatter #BLM is a farce. Y’all are being played. The money goes directly to Democrat presidential campaigns.,0, 1                    
"Emily Jones? Drummer Rigby?  - and now a serial criminal - and rioters goaded on by #Antifa, a Marxist organisation, heavily funded with the purpose of breaking down the capitalist society  What a bunch of ignorant fools you are!!",1, 1                    
<user>  you are a Vile human being,1, 1                    
"Expanding his previous piece published on Mutiny, <user> examines the meaning of the Minneapolis Uprising. #GeorgeFloyd #Marxism #BlackLivesMatter  <url>",0, 0                    
Sick of this shit... 😡😡,1, 1 
#MAGA chuds that have the mental capacity to sit through this must be embarrassed. Haha just kidding they're too dumb and gullible to care. #Election2020,1, 1                    
"I actually feel bad for the thousands oil workers that McConnell is haggling over. As <user> says, right now everyone gets everything. WTI is at $20, hit the red button",0, 0                    
*  230K + Americans DEAD from COVID-19 *  TR🤮MP  DID THIS!!!,0, 1                    
"On god if my grandparents get sick cause y’all spring break idiots. I’m going to every college, when this boils over and fighting every person named Chad in that bitch.",1, 1                    
Keep voting! Trump needs to know how much he is disliked. 🌠🇺🇸💙🌊 <url>,0, 0                    
<user> <user> <user> <user> Witch bitch....STFU &amp; try to raise that seed!!,1, 1                    
Trump's daily stream of coronavirus lies are all about to hit a wall <url>,0, 1                    
The amount of black people who have been murdered by the police SINCE the protests started for George Floyd.....I truly fucking hate it here #blacklivesmatter,1, 1                    
<user> <user> Doesn't sound very American does it? <user> <user> <user> <user> #MAGA ?,0, 1                    
Isn’t this in violation of free speech and our First  Amendment ? Or suppression of science and truth that is dangerous and putting Americans in harms way? Stop him.,0, 0                    
Dana White slams MMA media: ‘Wait till they start getting laid off’ <url>,0, 0                    
"<user> Arizona made it illegal to video police..We all seen what happened to George Floyd, Without video those cops would be out walking the streets today.. If they can't be trusted to use their own body cameras and ours they can't be trusted period.",0, 1                    
Millionaire entrepreneur attacks ‘gangsta’ George Floyd protesters and adds photo of his Black friend to call out ‘virtue signaling’ <url> #politics #feedly,0, 1                    
"<user> Your all talk &amp; full of hatred &amp; shit. You have no health plan . You are a liar, racist and American murder by Covid 19 &amp; Russian sport. Can't wait till we never have to hear from you again.",1, 1                    
I despise the idea of plain white guys from America named something like brenden becoming a monk,0, 1                    
He should not do this. It’s irresponsible.,0, 0                    
"Vote for your preferred candidate, and may he lose if he isn't Donald J. Trump!",0, 1                    
Lmfao fucked up,1, 1                    
"Biden &amp; COVID: Yes, He Called the Chinese Travel Restrictions Xenophobic   National Review <url>",0, 0                    
Please donate generously to PM's Covid Relief Fund and help save lives  #pakistanis4pakistanis <url>,0, 0                    
the government is literally ruining our lives. Y’all are blowing this shit WAY out of proportion,1, 1                    
"<user> While you are at the #Tulsa rally, imagine their contagious spray from 12’ away from your fellow screaming Trumpers. #Oklahoma should close their borders on rally day, or they will pay the price with lives. #SaveTulsa #COVID19 <url>",1, 1                    
"Beyond the bullshit excuse, Minneapolis police don't know the meaning of 'deflated'",0, 1                    
<user> Messi is NOT a GOAT. We are anonymous. We would know.,0, 1                    
"He keeps threatening Americans! What happened to ""...all enemies, foreign AND DOMESTIC."" WE HAVE A DOMESTIC TERRORIST AS PRESIDENT! Wake the fuc up <user> <user> #ThisIsAmerica #peaceandequality #EndPoliceBrutality #BlackLivesMatter",1, 1                    
"<user> <user> <user> Yeah, that's where you were planning on taking the lie.  Too bad your polls are crap!",1, 1                    
⁦<user> : Trump ‘Has Telegraphed His Desire to Try to Steal This Election’ ⁦<user> ADMITS HAVING VOTE FRAUD ORG! <url> <url>,0, 1                    
<user> <user> <user> Who endorses WHITE SUPREMISTS....REPUBLICANS DO!!!  You must be so proud (boys) 😂😂😂😂😂😂😂😂😂,0, 1                    
"<user> <user> Tariffs, used by Trump as revenge against Xi for not coming up with <user> ""Dirt"", CAUSED AMERICAN FARMERS TO COMMIT SUICIDE.  <url>",0, 1                    
"<user> <user> wouldn’t drag <user> to Michigan if he didn’t want to lose the state by less than 11,000 votes.   Yet Donald was in Nebraska of all places.   You are such a hack.",0, 1                    
"<user> Personally, I think the bodycam footage shows that they were suffocating a rubber dummy while Floyd was hidden from view in the vehicle. The struggle in the vehicle was to substitute George. Oh yeah, and they forgot to cuff the dummy.",1, 1                    
"A group of artists transformed a street in uptown Charlotte, NC on Tuesday with a painted Black Lives Matter mural. Murals with a similar message have been popping up all across the country since the protests after George Floyd's death. <url>",0, 0                    
"It should be illegal for cops to show up to police a protest without badge and name readily visible. People fucking want accountability, they should NOT be allowed to be anonymous.",0, 1                    
<user> <user> <user> hell yeah love aqours,0, 0                    
Remove this deranged buffoon before he kills us all. #RemoveTrumpNow,1, 1                    
"listened to a couple of j cole songs describing scenarios just like George Floyd’s, &amp; i’m lost for words on how shit like this goes on in da world",1, 1                    
Well...he certainly knows a thing or two about lying!  Boris Johnson says removing statues is 'to lie about our history'   Boris Johnson   The Guardian <url>,0, 0                    
<user> <user> <user> Telling him to shut up was more polite than anything I'd say to a grown man acting like a spoiled child and interrupting everything I try to say. I don't let my children get away with acting like that.,0, 0                    
"RIP, George Floyd. I stand with the black people and the potestors who protest against the police’s abuse of violence in America.",0, 0                    
"Factbox: Russian, Iranian and other hackers target 2020 U.S. election  #Iran #Elections2020  <url>",0, 0                    
<user> <user> What dangerous conspiracy theory?  The one agreed with by the University of East Anglia?  Damn...thats some conspiracy! <url>,0, 0                    
HE WAS MURDERED,0, 1                    
Obama did nothing.,0, 0 
So pathetic. Can't even go to my favourite local theatre anymore. Gone. Like the record store down the street. <url> #COVID19,0, 0                    
<user> Flu virus cases down by 98%. Hospital beds are 6% Covid patients. Be more like Kamala and Eat a dick Joe. 😆,1, 1                    
"Don't come out me saying you support black people, while keeping your mouth shut. I do not call you a friend anymore. I do not want to do things anymore with you. You disgust me on judging me for my actions whilst you're not doing anything to help them out #BlackLivesMatter",0, 1                    
<user> <user> He supports trump people are trying to say he doesn’t bc he donated to George Floyd but so? Why can’t trump supporters donate to black life’s it’s so stupid people Belive anything these days,0, 1                    
Grown ass adults getting mad at people and CHILDREN commemorating A DEATH for no other reason than them being racist,1, 1                    
Sending masks to every household would have been super helpful in April.....but guess who didn't want to do it?,0, 1                    
He is making threats again. <user> <user> <user> <user> <user>,0, 1                    
"<user> <user> who is he, our DADDY? nope! he commands ZERO respect from anyone with half a brain.  my dad served. I served. my husband served. my grandfather served. DJT? HIS family? not one has earned our respect.  #GoBackToYourBunker #BlackLivesMatter #IfYouDontLikeItMove",0, 1                    
God sent the coronavirus to China for the way they treat Muslims and Christians. That’s the tea.,1, 1                    
<user> &amp; <user> 🖕🏽 YALL #BlackLivesMatter,1, 1                    
<user> <user> <user> <user> <user> Because Kentucky Republicans have turned into a death cult. They don't care if the elderly and immunocompromised die from Covid-19.,1, 1                    
"Really trying to find good news, here.   These images don't help 🤣",0, 0                    
Sexy !!!!!!!!!!!!!,0, 1    
The most insensitive POS ever!,1, 1                    
<user> the thought of actually watching you try to deceive Americans makes me nauseous! #McConnellBetraysAmerica,0, 1                    
"Sure, let's open the country completely up: New coronavirus cases in the US are the highest they've been in six weeks and are rising in 27 states - as the average number of Americans dying remains steady at about 740 per day <url>",0, 0                    
<user> <user> <user> It’s easy to laugh at someone who is a fucking joke. It’s hard for a sociopath to have the emotional smarts to see that the world needs empathy and compassion. Good luck with those undecided voters #RacistInChief,1, 1                    
The word is getting out regardless of the worthless MSM.,0, 1                    
"<user> <user> <user> Yep, Donut Operator has some good videos about how stupid the idea of shooting in the leg is.",0, 0                    
<user> He's an idiot plain and simple,1, 1                    
"""The idiot """"tapped a trusted aide with zero public health experience to lead the Health Department's day-to-day response to COVID-19."""" His prior qualifications? Breeding Labradoodles for the last 6 years   #TotallyTrump  #TrumpIsKillingAmericans  <url>",1, 1                    
"<user> <user> <user> Good Lord, he will be negative prior to the debate.  They are trying their damnedest to separate so they can cheat.  My husband had covid, he was negative in 5 days and back to work in 10.",0, 0                    
"<user> Wait for the facts. #GeorgeFloyd had fentanyl, heroin, meth in his system and he had COVID19. Rumors are that he spit on the cops hence the head lock. At most this looks like Police Brutality, nothing showing racism so far...",1, 1                    
<user> Dictatorship is not for me🖕,0, 0                    
Damnnnnnnnn I think I love him 😂💯🇺🇸😎🙌🏽 PREACH! <user>,0, 0                    
A fucking pastor. A fucking pastor? A FUCKING PASTOR?!?!,1, 1                    
Like The Republicans so agg. Bruh what is this shit!? 😂 <url>,1, 1                    
<user> <user> <user> Black lives matter we stand with our islamic brothers in arms in france turkey Pakistan. Fuk the white race whats a couple of dirty christian deaths,1, 1                    
this is so fucking infuriating. acab.,1, 1 
This is a very powerful picture. In this leaderless insanity which is the United States many are falling from grace while others are rising up and not letting this shit stand anymore. (video is in the thread somewhere) #FortLauderdaleprotest  #BlackLivesMatter,0, 1                    
Wait wait wait so George Floyd and his killer worked together at a bar????,0, 1                    
"<user> <user> H1N1 infected 60 million Americans and was not near as severe as Covid-19.  Keep believing the lies of the media and the WHO, who until February downplayed the severity and risk of transmission of COVID-19.",0, 1                    
"<user> <user> Maybe, maybe not.  Dems act like their hands are tied when it comes to advocating a progressive stance. Repugs go nuts when any progressive stance is taken, and too many seem to believe ""freedom of choice"" means going without unless you are in the 1%",0, 1                    
<user> All good I’ll clarify - sarcasm is hard to judge via text #blacklivesmatter,0, 0                    
"Self quarantining #RepMattGaetz? Maybe you should have worn your gas mask to the CPAC, eh? #KarmasaBitch, ain't it?",1, 1                    
When the emails are multiplying like fruit flies and the internet is moving like a sloth 🦥... #workingfromhome in the midst of #COVIDー19. #LaRona #TheRona <url>,0, 0                    
"<user> <user> <user> <user> <url>  Who's the bigger bigot?  They're all nice to you until they're in the Whitehouse, it's called pandering.  Sociopathy 101.",0, 1                    
"THAT MAN KNEW EXACTLY WTF HE WAS DOING! NOTHING WAS ACCIDENTAL! IF IT WAS ACCIDENTAL HE SHOULD'VE STOPPED THE FIRST TIME GEORGE FLOYD SAID ""I CAN'T BREATHE""! FUCK YOUR ""THIRD DEGREE"" #RAISETHEDEGREE #RaiseTheCharge #RAISETHEDEGRE",1, 1                    
This is what a petty and divisive leadership brings: a grown up man attacking little girls. In a country where freedom of expression is the number one right. Bloody hell!!!,1, 1                    
Y'all gotta stop praising these white people for the bare minimum they need to do some real shit not neel in the streets that's not helping or changing anything #BLACK_LIVES_MATTER,0, 1                    
These companies ain’t playing with this George Floyd slander 😂 firing mfs left and right.,0, 1                    
who murdered George Floyd**** <url>,0, 1                    
#Anonymuos #Anonymous List of people that Trump raped .. Twitter is deleting them! SPREAD !!!!! <url>,0, 1                    
Down To The River To Pray <url> via <user> a lake will do too. #Elections2020,0, 0                    
The World is Black The World Is White Three Dog Night Lyrics below <url> via <user> <user> #blacklivesmatter <user> <user>,0, 0                    
<user> Joe is a fracking liar 🤥 👇👇👇 <url>,0, 1                    
<user> <user> <user> Nah what was disrespectful is that white teacher immediately threatening the non violent black man with calling the cops 💀,0, 1                    
This covid shit has just turned so many peoples lives over it’s insane and hella sad.,0, 1                    
"Have you lost your mind saying that as if they’re connected?   If anybody believes these people can be trusted after seeing them twist Covid stats to manipulate &amp; control us, you must wanna be led off a cliff at this point.   Climate change showed up with that Damn Trump! 😂 STOP",1, 1                    
Seems like they have a death wish... <url>,0, 1 
Nate Silver’s next job could be in Cyber (he just doesn’t know it yet.)  #Elections2020 <url>,0, 0                    
<user> Yes; that America should avoid a racist and liar like Sleepy Joe at all costs.,1, 1                    
This IS what #Deceit sounds like 👇,0, 1                    
um no i cant move shut up amy omg one day all the states r gonna be blue so where r u gonna go then??,1, 0                    
So are you bailing out the white nationalists that you claim are responsible for this or is it the Antifa terrorists⁉️  Please clarify which group it is you support‼️👩🏾 <url> <url>,0, 1                    
"This coming from the paragon of American history.  Dummy, the virus started and was spread (perhaps intentionally) by CHINA. It ain’t racist to speak truth, but you wouldn’t know about that.",0, 1                    
Oh fuck me. As if 9000 #COVID19  cases were reported in Florida wasn't enough to have me bothered now you can add in a sprinkle of rando fireworks b4 the 4th too. <url>,1, 1                    
<user> <user> are irrelevant! They suppress real news!  They should be all over the <user> crime wave instead they hide and glorify fake whistle blowers!,0, 1                    
<user> <user> Hope you can identify and deal with these hooligans. <url>,0, 1                    
"""I'll say it. <user> is a MURDERER. Full stop. End of story. His """"medical"""" advice alone has killed people. His pathetic and 2-month late response to this crisis has killed people. Treat his as he is: a serial killer. #TrumpMadness #coronavirus #COVID19 #COVID2019""",1, 1                    
"If you’re an introvert, what rules are helping you stay sane while surviving COVID-19? Working From Home While Introverted <url> <user> #attorney",0, 0                    
All the people yelling at me that I’m going to kill their grandma for eating at Olive Garden are now trying to burn down Olive Garden with a huge crowd,0, 1                    
".<user> just hit Trump with the ""inshallah"" during the #PresidentialDebate in·shal·lah /inˈSHälə/ ￼exclamation 1if Allah wills it.   <url>",0, 1                    
"Major League Soccer COVID-19 Testing Update – September 25, 2020 <url>",0, 0                    
people like her who can’t mind their damn business just makes me cringe. like wtf does that have to do with you,1, 1                    
"<user> <user> What lies? Joe and Kamala have been lying their whole career. They are corrupt. They want higher taxes, getting rid of refineries, fracking, defunding police, unaffordable health care. They want socialism. No thanks.",0, 1                    
"This F***ing aged well, guess what??? 😭😭😭",1, 1                    
<user> <user> Didn't Biden publicly say he doesn't want his endorsement? How many white supremacist groups will be voting Trump in November? How many of them has Trump denounced?  Can't denounce them because he knows then they won't vote for him. Lmfao.,0, 1                    
<user> <user> <user> George Floyd was not Jesus Christ,0, 1                    
No kidding. I was thinking the same thing. Donald's entire strategy was to rattle Joe. What an asshat,1, 1                    
<user> <user> All they see is the color of our skin! There is deep seeded hatred for Black people in this WORLD! #BlackLivesMatter,0, 1                    
<user> <user> No you harassing innocent people: <url>  Raise your fist! <url>  <url>  <url> breaking windows in homes <url> Beat up innocents <url>,0, 1                    
<user> <user> Can you provide me with proof and evidence that HCQ works? I'll wait right here. Now he's touting tincture of oleander and he got that intel from My Pillow Guy jfc<url>,0, 1                    
Now that you mentioned it...🤔 #BlackLivesMatter #UglyPresident,0, 1                    
"This wasn’t about unity. This was about taking a photo op to make themselves look good for the media before they brutalize innocent, peaceful people again. It’s bullshit. #BlackLivesMatter <url>",0, 1                    
"<user> <user> I’m already looking to you for next steps. We have to prevent the next trump and build the US we want. You know, the one where everyone has the basics and a fair chance at a good life. Everything you’ve been fighting for.",0, 0                    
"""The Queen has drawn on her experience of wartime spirit to call on the country to """"remain united and resolute"""" to overcome the #coronavirus crisis <url>",0, 0                    
"Hey y’all, let’s not forget that Amber Heard is not only an abuser but a racist one too. #amberheardisoverparty #BlackLivesMatter <url>",1, 1                    
This is what real leadership sounds like. Not Trump and Biden. For fucks sake can we get some competence up top?,1, 1                    
<user> <user> <user> <user> Trumptards lie about anything.,1, 1                    
<user> <user> You are so fake,1, 1                    
"It’s hilarious that the tRump campaign wants to change the final debate topics due to the ""unfairness"" of them because they’re all things they know his ass will fail in speaking about: COVID, American families, race in America, climate change, national security...😂",0, 1                    
"<user> All members of "" Proud Boys "" are just thugs and Dick Heads, their parents must be so proud of them.",1, 1                    
"Jeff bezos became the worlds first trillionaire during the pandemic, no one can explain to me how taxing the fuck out of him is immoral or radical",1, 1                    
"""By now, according to Trump officials and sycophants, we were supposed to be seeing a fading pandemic and a roaring recovery. Instead, we have a fading recovery and a roaring pandemic."" <url>",0, 0                    
PA AND MI - are you listening?  GET OUT AND VOTE! Our country depends on you #MAGA,0, 1                    
It’s the flu. Cases don’t mean crap. Hospitalizations do.   NYC public schools see significant spike in COVID-19 cases   <url> #RemoveDeBlasio  <user>,0, 0                    
Paul is a disgrace.,1, 1 
Some messages from Melbourne #blacklivesmatteraustralia #BlackLivesMatter <url>,0, 0                    
"cops are taunting us. ""9 minutes"". #ftp  #icantbreathe #blacklivesmatter <user>",0, 1                    
<user> <user> Why in the world are these thugs allowed to commit these crimes.  Don't tell me it's in the name of George Floyd.  George was a gentle man . A good man .,0, 1                    
"If not incompetence, then malfeasance.",0, 1                    
God help us if he gets in the WH,0, 1                    
i miss obama,0, 0                    
Y’all told me that was a set up to lynch black ppl 😑,1, 1                    
This guy looks like the Devil from Lil Nicky,1, 0                    
covid can really slap dick i wanna go to a show 😂😂😂,1, 1                    
A sad irony being that George Floyd was murdered for using a $20 bill.,0, 1                    
<user> Are y’all not burning shot down yet?? #Minneapolis GO TEACH THE WEST COAST SOME SHIT,1, 1                    
SAFEAct !!!!   💔🐴💔Please  😞.,0, 0                    
<user> <user> Can't fix stupid....#VoteBidenHarris2020,0, 1                    
Covid19 Taught me Tamar I legit hate people.,0, 1 
Take #blacklivesmatter off your black square posts,0, 1                    
"Hey Johnny, did you see the picture of the head of the task force <user> Pence standing in front of his 50+ campaign staff, closely huddled for the photo .... with NO ONE wearing a mask.  Do your own laundry first asshole.",1, 1                    
<user> <user> Disgusting!,0, 1                    
Confirmed bullies and terrorists #blacklivesmatter,0, 1                    
<user> You will go to the hell with you group,1, 1                    
<user> We know what you've done.  I guess you didn't feel that selling USA out to China was enough insult to the citizens.  I despise you.,0, 1                    
"These shameless Democrats represent the worst cities of our country, complete with rampant drug abuse, violence and homelessness.",0, 1                    
Honestly the more of these I see the more pissed I get . #FilmYourHospital #filmyourhospitals #filmmyhospital #BreakingNews #COVID19 #CoronaHoax #endthelockdownnow <url>,0, 1                    
"The Good News Is That ⁦<user> Is Screwed, Even if He Wins   #SenateMajority  <url>",0, 1                    
How do you get tested for coronavirus and go to the beach a day after when you’re supposed to be quarantined for a few days until you get the results???? People like this are what’s wrong with the world rs.,0, 1                    
<user> Did you disavow blm or antifa two terror groups?,0, 1                    
"<user> <user> <user> Garbage and you know it.  Trump had a gold toilet, plays golf every weekend, wife wore a jacket that said she really didn’t care. Joe,after his wife &amp;daughter were killed took the train home from DC to Delaware everyday to be w/his boys. His wife teaches at community college.",0, 1                    
Need all pros for saving that ass,0, 1 
use your voice #junkterrorbill #junkterrorbillnow #blacklivesmatter <url>,0, 0                    
"<user> <user> ""Presidents"" who sow discord and division are not leaders but conmen who are afraid to lose the support of one group. <url>",0, 0                    
IWF 2020 updates Covid-19 preparations for August event <url> #woodworking #manufacturing #business #management #IWF <user> <url>,0, 0                    
<user> <user> <user> <user> <user> though you were talking about yourself for a sec here.. ‘anonymous’ writing something like ‘your face looks good for punching’ huh and yet im covard bitch. i bet you got a lot of that adrenaline after writing that response,1, 1                    
"<user> <user> That's BS! Where's the actual proof of a racism in the George Floyd case? For all we know, Chauvin could have been an incompetent cop or had a personal animus against Floyd since they knew and worked with each other. Don't presume racism! Are blacks who kill blacks in Chi racist?",0, 1                    
<user> pls win it’s my birthday,0, 0                    
"<user> And while booing, their spit probably led to several new Covid Positive cases",0, 1                    
"<user> <user> <user> Rigged debate,Joe Biden was caught on TV wearing a wire and being coached and told what to do and what to say,Crooked Wallace is totally bias against President Donald Trump had preplanned on debating the President and helping Joe Biden. How evil can you get.",0, 1                    
<user> DAMN SHAME ! George Floyd Family <url>,0, 1                    
"I-35 shut down amid protests against police-related deaths of George Floyd, Mike Ramos <url> <url>",0, 0                    
Streaming platforms - and YouTube in particular - can be a powerful agent of change for tackling racism #BlackLivesMatter #blackcreators  <url> via <user>,0, 0                    
<user> <user> <user> <user> Yes George but this narcissist is too stupid for the laughter to make its impact and most of the time HE <user> DOESN'T KNOW IF PEOPLE ARE LAUGHING WITH HIM OR LAUGHING AT HIM. It goes over his wig.,1, 1                    
"First it was the news media: anything that wasn't far-right tabloid was a fix. Now Twitter is 'conspiring' against him. The Universe is next. Watch it happen. ""The physical realm is out to get me, folks. It's trying to bring us down."" #Election2020 #Elections2020",0, 1                    
Our #Minneapolis Mayor <user> #Gimp no mind of his own. I have no words.  <user> <url>,0, 1                    
"Every day I am horrified to think about how many cruel, abusive, racist individuals waltzed through to positions of power and went unchecked before every person had a camera in their pocket at all times",0, 1                    
<user> <user> <user> <user> <user> That's a cute dress sweetie. I'm not interested,0, 0                    
"<user> Dr. Birx forgets to drink your Kool Aid for one day, has a lapse in judgement and tells the truth about the severity of COVID situation, and you blame the Dems? Are you that f*cking stupid? Yes, you are. Lose election. Indicted in court. Found guilty by jury. Go to jail. 2021.",1, 1                    
"<user> I'd love to see in your victory speech: ""Donald Trump, you're FIRED!""",0, 1                    
Look. We heard you make this statement everyday now for weeks. What are you going to do for me. Blaming Trump everyday don't cut it. That is what Obama did to Bush. Do u have any plans or just blame Trump while shit falls down around you.0j .6  +,0, 1                    
Pass it on. Do t let the GOP screw people out of their chance to have their voices heard.  #Elections2020 <url>,0, 0                    
<user> And Canada just reported it’s first 24 hour no death day since the start of Covid.  Turning the corner my ass.  We’re so deep into the surge of Covid because we have no national strategy AND Trump lacks the balls to do the right thing.,1, 1                    
Hey <user> what are the chances of <user> doing the same? (Yes I'm being sarcastic and rhetorical),0, 0                    
<user> Joe you lied Hunter stole $ from Russia . Took $ from widows.,0, 1                    
"Minneapolis Police slashing tires!! Ugh, ENOUGH is ENOUGH! #NoJusticeNoPeace ✊🏿✊🏾✊🏽✊🏼",0, 1                    
"you shit the bed and didn’t order a single ventilator. You can’t spell ""COVID"" today.",1, 1                    
"Your legislators gave you qualified immunity.   You used it to kill black people, attack peaceful protesters, and lie about it.   Fuck off.   #BlackLivesMatter",1, 1                    
"<user> No Way!!! You are Absolute Evil, you are for the Great Reset, that's why you and your party want the Great Lockdown !!! You belong in hell where your best friend is waiting for you. You have sold your soul !! So please vote for Trump !!!!! Thank you, dear Americans, thank you.",1, 1                    
COVID-19: Inslee issues order to restart state's health care system   KIMA <url>,0, 0                    
<user> We all know thousands and thousands of deaths were blamed on covid. Democrats and #FakeNews need to blame #Trump on everything its one of their tactics to ruin America and blame trump,0, 1                    
Sunday Comics today. #TrumpIsUnwell #BlackLivesMatter #TrumpResignNow #TrumpOut2020 #TrumpsLawandOrderKills #RacistInChief <url>,1, 1                    
<user> One these Sons is a Crackhead who used his father's Office to take millions of dollars from Burisma Ukraine and 3.5 million from the Communist Mayor of Moscow's wife. <url>,0, 1                    
And so many other of <user> 's LIES,0, 1 
<user> <user> <user> <user> He isn’t fiddling with kids is he.,1, 1                    
"<user> Yeah,stopping the lockdown you ""clown"".Go mask up creepy Joe.",1, 1                    
<user> <user> Your country is a literal mess under Trump,0, 1                    
"George Floyd was a drug addicted, 9 time felon, who held a gun to a pregnant womans stomach. He is NOTHING like Jesus Christ. These people are INSANE.",1, 1                    
<user> <user> <user> No one comes here because it’s so red. We need a 💙 turnout here. Pete us the 1st campaign i ever donated 2. Not the last until PETE RUNS AGAIN! VOTE BLUE! TURN WASHPA!💙💙,0, 0                    
